scene_name,criterion,trial_idx,seed,method_id,method_name,objective_init,objective_final,reduction_pct,time_sec,iterations,min_eigJ,min_sin_init,min_sin_final
cube,dopt,62,116,pso,PSO,19.146464868806,17.7899055870892,7.08516841626976,0.154279541666667,80,0.00236650569230791,1,0.169506532589833
cube,dopt,62,116,de,DE,19.146464868806,17.9865800707406,6.05795798865787,0.172066541666667,80,0.00208358435295305,1,0.36232790170564
cube,dopt,63,117,gs_sqp,GS-SQP,19.1149260276558,17.7325336920752,7.23200463125292,0.108420083333333,14,0.00270922915892755,1,1
cube,dopt,63,117,iso_sqp,Iso-SQP,19.1149260276558,18.5034054566462,3.19917832862591,0.681151,100,0.00209581339431728,1,1
cube,dopt,63,117,manopt,Manopt,19.1149260276558,17.7325337555794,7.23200429902978,1.87853916666667,50,0.0027095808168628,1,0.74707072763441
cube,dopt,63,117,tr_sqp,TR-SQP,19.1149260276558,17.7593980201294,7.09146352732503,4.5356075,80,0.00264833245051115,1,0.997691821052257
cube,dopt,63,117,pso,PSO,19.1149260276558,17.8334988315402,6.70380410712363,0.223445125,80,0.00261304223165535,1,0.0666769589368704
cube,dopt,63,117,de,DE,19.1149260276558,17.8960971864572,6.37631994722441,0.256813666666667,80,0.00230832551899614,1,0.541568041018254
cube,dopt,64,118,gs_sqp,GS-SQP,18.7702478925462,17.7692542684875,5.33287375739045,0.126870958333333,21,0.0026625607775574,1,1
cube,dopt,64,118,iso_sqp,Iso-SQP,18.7702478925462,18.6262950181524,0.766920475519938,0.674129833333333,100,0.00201168073467468,1,1
cube,dopt,64,118,manopt,Manopt,18.7702478925462,17.7692298886601,5.33300364287455,1.77754520833333,50,0.00267550174873857,1,0.789026389503509
cube,dopt,64,118,tr_sqp,TR-SQP,18.7702478925462,17.7838780114432,5.25496459476533,4.23579154166667,80,0.00263952531069448,1,0.9971242803052
cube,dopt,64,118,pso,PSO,18.7702478925462,17.8617120436258,4.84029755025857,0.15519375,80,0.00257119533160942,1,0.890677986614156
cube,dopt,64,118,de,DE,18.7702478925462,17.9236264690714,4.51044348652927,0.2006915,80,0.00231079761288495,1,0.514949096413566
cube,dopt,65,119,gs_sqp,GS-SQP,18.6590683930567,17.7995319732497,4.60653448339791,0.0963142083333333,15,0.00264576856921409,1,1
